CD;FILIALNAME;DATAT0;DATATF;TIPOMATERIAL;COD_MATERIAL;NOME_MATERIAL;UM;QTDE_SALDO_INIC;QTDE_SALDO_FINAL;QTDE_E_TOTAL;QTDE_S_TOTAL;QTDE_E_NF;QTDE_S_PAC;QTDE_E_INI_SD;QTDE_S_OUTR;QTDE_E_DEVOL;QTDE_S_PERDA;QTDE_E_INVENT;QTDE_S_INVENT;QTDE_E_3OS;QTDE_S_DEVOL;QTDE_S_3OS;VALOR_INIC;VALOR_FINAL;VALOR_E_TOTAL;VALOR_S_TOTAL;VALOR_E_NF;VALOR_S_PAC;VALOR_E_INI_SD;VALOR_S_OUTR;VALOR_E_DEVOL;VALOR_S_PERDA;VALOR_E_INVENT;VALOR_S_INVENT;VALOR_E_3OS;VALOR_S_DEVOL;VALOR_S_3OS
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691975;NUTRICAO PARENTERAL 12 (PACIENTE GABRIEL NOBREGA DE SOUZA) BOLSA 1344 ML MEDICAMENTOS MANIPULADOS;Frasco;0,00;5,00;26,00;21,00;26,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4297,69;22348,00;18050,31;22348,00;18050,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;689193;PANTOPRAZOL 40 MG/5 ML FRASCO 50 ML MAN;Frasco;4,00;6,00;8,00;6,00;8,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;260,00;390,00;520,00;390,00;520,00;390,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;689462;FERRO GLICINA 20 MG + LACTOFERRINA 50 MG CAPSULA MAN;Capsula;0,00;0,00;56,00;56,00;56,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;155,17;155,17;155,17;155,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;687563;INSULINA DEGLUDECA + LIRAGLUTIDA 100UI/ML + 3,6MG/ML FRASCO 3ML MEDICAMENTOS DE REFERÊNCIA;Frasco;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1056,08;1056,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691277;BICARBONATO DE SODIO 10% FRASCO 150ML MEDICAMENTOS MANIPULADOS;Frasco;3,00;0,00;3,00;6,00;2,00;6,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;135,00;0,00;135,00;270,00;90,00;270,00;0,00;0,00;0,00;0,00;45,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686895;SULFATO DE MAGNÉSIO+ASSOCIACOES  500MG SACHE MEDICAMENTOS MANIPULADOS;SACHE;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;195,07;195,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;689646;NUTRIÇÃO PARENTERAL 01(PACIENTE MARLENE DO NASCIMENTO YAMAMOTO)BOLSA 960 ML MAN 960 ML  BOLSA  MEDICAMENTOS MANIPULADOS;Bolsa;6,00;4,00;34,00;36,00;34,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1126,70;768,87;6562,00;6919,83;6562,00;6919,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691274;HIALURONATO DE SODIO 30G TUBO MEDICAMENTOS DE REFERÊNCIA;Tubo;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,60;69,60;69,60;69,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691149;LOPERAMIDA 2 MG COMPRIMIDO MEDICAMENTOS GENÉRICOS;Comprimido;216,00;144,00;0,00;72,00;0,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;125,28;83,52;0,00;41,76;0,00;41,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684666;MONTELUCASTE DE SÓDIO 4MG  COMPRIMIDO  MEDICAMENTOS SIMILARES;Comprimido;240,00;240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;482,64;482,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;676940;FORMOTEROL+BUDESONIDA 12/400MCG CAPSULA MEDICAMENTOS SIMILARES;Capsula;184,00;124,00;120,00;180,00;120,00;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;315,03;213,86;209,28;310,45;209,28;310,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;682941;FOSFORO QUELADO 200MG SACHE  MEDICAMENTOS MANIPULADOS;SACHE;204,00;148,00;0,00;56,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;426,89;309,70;0,00;117,19;0,00;117,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;677412;ACETATO DE  RACEALFATOCOFEROL 400 MG CAPSULA GELATINOSA MEDICAMENTOS SIMILARES;Comprimido;240,00;180,00;90,00;150,00;90,00;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,54;71,17;32,94;59,31;32,94;59,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;675259;CLOMIFENO 50 MG COMPRIMIDO MEDICAMENTOS SIMILARES;Comprimido;50,00;30,00;0,00;20,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;288,83;173,30;0,00;115,53;0,00;115,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;677841;CARMELOSE SODICA 0,5% COLIRIO 10 ML 190 GOTAS FRASCO MEDICAMENTOS DE REFERÊNCIA;Frasco;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306,51;306,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;677836;MIDAZOLAM 0,5MG/0,15ML PUFF FRASCO 20 ML 133 PUFF MEDICAMENTOS MANIPULADOS;Frasco;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;140,26;0,00;0,00;140,26;0,00;140,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684671;VITAMINA D 500UI/GOTA 10 ML FRASCO  MEDICAMENTOS DE REFERÊNCIA;Frasco;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58,36;58,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684672;VITAMINA C + ASSOCIACOES  55MG COMPRIMIDO SUPLEMENTO ALIMENTAR MEDICAMENTOS DE REFERÊNCIA;Comprimido;30,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,01;107,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684676;PROMETAZINA 25MG/ML  AMPOLA 2ML MEDICAMENTOS MANIPULADOS;Ampola;26,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,36;11,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684677;NUTRICAO PARENTERAL 7(PACIENTE FRANCISCO MARZOLA) 1200ML BOLSA  MEDICAMENTOS MANIPULADOS;Bolsa;5,00;7,00;32,00;30,00;32,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4640,40;6496,56;29698,56;27842,40;29698,56;27842,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684680;PERIDOXAL+ASSOCIACOES  30MG SACHE  MEDICAMENTOS MANIPULADOS;SACHE;0,00;28,00;28,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;700,00;700,00;0,00;700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;676949;HEXANICOTINATO DE INOSITOL 250MG + ASSOC. CAPS(JEFFERSON) MEDICAMENTOS MANIPULADOS;Capsula;84,00;112,00;112,00;84,00;112,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;294,00;360,00;336,00;270,00;336,00;270,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;681042;ZINCO + COBRE 15MG+150MCG (BEATRIZ AMARAL) SACHE MEDICAMENTOS MANIPULADOS;SACHE;7,00;7,00;28,00;28,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,59;19,52;76,00;78,07;76,00;78,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684668;PIRIDOXAL 30MG + ASSOCIACOES 30MG SACHE  MEDICAMENTOS MANIPULADOS;SACHE;42,00;0,00;0,00;42,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1050,00;0,00;0,00;1050,00;0,00;1050,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;683672;CARMELOSE SODICA + GLICEROL 10 ML FRASCO MEDICAMENTOS DE REFERÊNCIA;Frasco;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,78;89,60;86,42;89,60;86,42;89,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;675255;FITOMENADIONA (VITAMINA K) 10MG AMPOLA 1ML MEDICAMENTOS SIMILARES;Ampola;185,00;185,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;481,00;481,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686328;HYDRASTIS CANADENSIS 20ML FRASCO  MEDICAMENTOS MANIPULADOS;Frasco;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,50;34,50;34,50;34,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686337;TINTURA VEGETAL ESPINHEIRA SANTA 30ML FRASCO  MEDICAMENTOS MANIPULADOS;Frasco;0,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104,00;104,00;104,00;104,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686338;EPICOR 150MG + ASSOCIACAO CAPSULA MARIANA GARCIA MANIPULADO CAPSULA MEDICAMENTOS MANIPULADOS;Capsula;0,00;0,00;28,00;28,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;213,00;213,00;213,00;213,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686340;VITAMINA D3 4.000 UI + ASSOCIACAO MARIANA GARCIA CAPSULA MEDICAMENTOS MANIPULADOS;Capsula;0,00;0,00;28,00;28,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;94,00;94,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686346;COENZIMA Q10 + ASSOCIAÇÕES 60 MG FRASCO 300 ML MAN;Frasco;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;292,00;292,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686348;POOL DE BIO-MAMPS 10MG CAPSULA  MEDICAMENTOS MANIPULADOS;Capsula;60,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;181,00;181,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;677847;PULMO HISTAMINUM + ADIS MELLIFERA + ASSOCIACOES 60ML FRASCO MEDICAMENTOS MANIPULADOS;Frasco;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684678;DELAFLOXACINO 300MG  FRASCO  MEDICAMENTOS DE REFERÊNCIA;Frasco;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1180,61;1180,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;675253;CLORETO DE POTASSIO 150 MG CAPSULA MEDICAMENTOS MANIPULADOS;Capsula;0,00;0,00;62,00;62,00;62,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;675254;SULFATO FERROSO 24 MG CAPSULA MEDICAMENTOS MANIPULADOS;Capsula;0,00;0,00;30,00;30,00;30,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;64,00;64,00;64,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;675262;SERINGA PRENCHIDA C/ SOLUCAO SALINA POSIFLUSH 10ML - 306565 MEDICAMENTOS DE REFERÊNCIA;Unidade;284,00;236,00;0,00;48,00;0,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1235,40;1026,60;0,00;208,80;0,00;208,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;676953;PEROXIDO DE HIDROGENIO FRASCO 45 ML SPRAY MEDICAMENTOS DE REFERÊNCIA;Frasco;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;261,40;261,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;681085;LEVOTIROXINA 137MCG COMPRIMIDO MEDICAMENTOS SIMILARES;Comprimido;120,00;120,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;183,99;183,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;684667;COENZIMA Q10 + ASSOCIAÇÕES 100MG CAPSULA  MEDICAMENTOS MANIPULADOS;Capsula;42,00;0,00;0,00;42,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;340,20;0,00;0,00;340,20;0,00;340,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;679219;DOBESILATO DE CALCIO 500MG CAPSULA MEDICAMENTOS DE REFERÊNCIA;Capsula;120,00;120,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;284,96;284,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;689463;VITAMINA C REVESTIDA 300 MG CAPSULA MAN;Capsula;0,00;0,00;140,00;140,00;140,00;140,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;228,90;228,90;228,90;228,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;688047;MEMATINA 10 MG. COMPRIMIDO  MEDICAMENTOS SIMILARES;Caixa;210,00;160,00;0,00;50,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;431,92;329,08;0,00;102,84;0,00;102,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;688592;ADRENAL 6 LM FRASCO 20 ML 400 GOTAS MAN;Frasco;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120,00;60,00;0,00;60,00;0,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686980;LACTULOSE 667MG/ML FRASCO  MEDICAMENTOS SIMILARES;Frasco;130,00;99,00;270,00;301,00;260,00;301,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;894,40;681,12;1857,60;2070,88;1788,80;2070,88;0,00;0,00;68,80;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;690363;DEXTRANA 70, HIPROMELOSE, GLICEROL 15 ML 300 GOTAS REF;Frasco;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,98;29,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;690877;IODOPOVIDONA 100G BARRA MEDICAMENTOS DE REFERÊNCIA;tablete;3,00;1,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,39;32,46;0,00;64,93;0,00;64,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691905;CANABIDIOL PROMEDIOL 200 MG/ML FRASCO MEDICAMENTOS ESPECÍFICOS;Frasco;5,00;3,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;688035;LIDOCAINA 5% + AMITRIPTILINA 5% GEL 100MG  TUBO  MEDICAMENTOS MANIPULADOS;Tubo;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312,45;156,23;0,00;156,22;0,00;156,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;692459;PALONOSETRONA (CLORIDRATO DE) 0,05MG/ML FRASCO-AMPOLA 5ML MED REF;Frasco Ampola;0,00;2,00;13,00;11,00;11,00;11,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;580,00;3770,00;3190,00;3190,00;3190,00;0,00;0,00;580,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691276;GABAPENTINA + CETOPROFENO + ASSOCIACOES FRASCO 70ML MEDICAMENTOS MANIPULADOS;Frasco;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;145,00;145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;688590;ENTRESTO 50 MG COMPRIMIDO;Comprimido;336,00;168,00;0,00;168,00;0,00;168,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1942,79;971,39;0,00;971,40;0,00;971,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;687265;FUMARATO DE QUETIAPINA 12,5MG CAPSULA MEDICAMENTOS MANIPULADOS;Capsula;30,00;0,00;30,00;60,00;30,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;0,00;81,00;162,00;81,00;162,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;686983;CALCIO + MAGNESIO + VITAMINA D + VITAMINA K 2000UI COMPRIMIDO  MEDICAMENTOS DE REFERÊNCIA;Comprimido;90,00;60,00;0,00;30,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;205,07;136,71;0,00;68,36;0,00;68,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;687266;TREALOSE 3% + HIALURONATO DE SODIO 0,15% 10ML (300 GOTAS) FRASCO MEDICAMENTOS DE REFERÊNCIA;Frasco;1,00;1,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,65;82,95;176,20;165,90;176,20;165,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;687564;COMPLEXO B 100ML FRASCO  MEDICAMENTOS MANIPULADOS;Frasco;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;228,00;228,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;692462;ACETATO DE DESMOPRESSINA 10MCG 0,1MG 2,5ML (25DOSES) FRASCO MEDICAMENTOS GENÉRICOS;Frasco;0,00;4,00;8,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;576,00;1152,00;576,00;1152,00;576,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691903;TRETINOÍNA 0,5MG/G TUBO 25G MEDICAMENTOS SIMILARES;Tubo;3,00;7,00;5,00;1,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;160,25;385,07;279,83;55,01;279,83;55,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;689461;ARGININA CETOGLUTARATO 100 MG SACHE MAN;SACHE;0,00;0,00;28,00;28,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;38,00;38,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691094;DOMPERIDONA 10MG COMPRIMIDO (DOMPLIV) MEDICAMENTOS SIMILARES;Comprimido;210,00;210,00;60,00;60,00;0,00;60,00;0,00;0,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;15,79;15,79;4,51;4,51;0,00;4,51;0,00;0,00;4,51;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691272;NUTRICAO PARENTERAL 11 (PACIENTE GABRIEL NOBREGA DE SOUZA) BOLSA 2050 ML MEDICAMENTOS MANIPULADOS;Bolsa;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2950,00;2950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691731;ETABONATO DE LOTEPREDNOL 5MG/ML 5ML FRASCO MEDICAMENTOS DE REFERÊNCIA;Frasco;3,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222,16;148,11;0,00;74,05;0,00;74,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;692366;SUCCINATO DE SUMATRIPTANA + NAPROXENO SODICO 50MG + 500MG COMPRIMIDO MEDICAMENTOS DE REFERÊNCIA;Comprimido;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,26;71,26;71,26;71,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Medicamentos;691899;PRAMIPEXOL (DICLORIDRATO DE) 0,25MG COMPRIMIDO MEDICAMENTOS GENÉRICOS;Comprimido;0,00;90,00;240,00;150,00;240,00;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;598,50;1596,00;997,50;1596,00;997,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
